species.code,genus.species,Kingdom,Phylum,Class,Order,Family,Genus,Species,trophic.group,resolution,size,vertical.stratum,feeding.reference.supplemental.table.2,link.type
S0526,Bledius_erraticus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Bledius,erraticus,omnivore,species,3.3,g,34; 47,2
S0527,Bledius_gallicus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Bledius,gallicus,herbivore,species,4.25,g,34; 47,1; 2
S0528,Bolitobius_castaneus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Bolitobius,castaneus,predator,species,6.5,g,34; 47,1; 5.1
S0529,Callicerus_rigidicornis,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Callicerus,rigidicornis,predator,species,5,g,34; 47; 85; 86,2; 5.1
S0530,Carpelimus_punctatellus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Carpelimus,punctatellus,herbivore,species,1.5,g,34; 47; 85; 86,1
S0531,Dinaraea_angustula,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Dinaraea,angustula,predator,species,3.35,g,34; 47; 84,2; 5.1
S0532,Drusilla_canaliculata,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Drusilla,canaliculata,detritivore,species,4.25,g,34; 47; 87,2; 5.1
S0533,Eusphalerum_ophthalmicum,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Eusphalerum,luteum,omnivore,species,2.75,h,34; 47; 84,2
S0534,Falagria_thoracica,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Falagria,thoracica,predator,species,2.7,g,34; 47; 84,2; 5.1
S0535,Falagrioma_thoracica,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Falagrioma,thoracica,predator,species,2.7,g,34; 47; 84,2; 5.1
S0536,Gabrius_osseticus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Gabrius,osseticus,omnivore,species,6.25,g,34; 47; 86,1; 5.1
S0537,Gyrohypnus_angustatus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Gyrohypnus,angustatus,predator,species,7.5,g,34; 47; 86,1; 5.1
S0538,Hypocyphthus_longicornis,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Hypocyphthus,longicornis,omnivore,species,1.2,g,34; 47,2; 5.1
S0539,Ilyobates_bennetti,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Ilyobates,bennetti,predator,species,4.25,g,34; 47,2; 5.1
S0540,Ischnosoma_splendidum,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Ischnosoma,splendidum,detritivore,species,4.25,g,34; 47,1; 5.1
S0541,Lathrobium_dilutum,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Lathrobium,dilutum,predator,species,6.75,g,4; 34; 47; 88,5.1
S0542,Lathrobium_fulvipenne,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Lathrobium,fulvipenne,predator,species,8.25,g,4; 34; 47; 88,1; 2; 5.1
S0543,Lathrobium_pallidum,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Lathrobium,pallidum,predator,species,5.5,g,4; 34; 47; 88,1; 2; 5.1
S0544,Liogluta_alpestris,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Liogluta,alpestris,predator,species,3.75,g,34; 47,1; 2; 5.1
S0545,Mycetoporus_splendens,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Mycetoporus,nigricollis,detritivore,species,5.25,g,34; 47,1; 5.1
S0546,Ocypus_aeneocephalus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Ocypus,aeneocephalus,predator,species,13,g,1; 34; 47; 86,1; 2; 5.1
S0547,Ocypus_brunnipes,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Ocypus,brunnipes,predator,species,13.5,g,1; 34; 47; 86,1; 2; 5.1
S0548,Ocypus_nitens,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Ocypus,nitens,predator,species,16,g,1; 34; 47; 86,1; 2; 5.1
S0549,Ocypus_olens,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Ocypus,olens,omnivore,species,27,g,1; 34; 47; 86,1; 2; 5.1
S0550,Oligota_pumilio,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Oligota,pumilio,predator,species,1.1,g,1; 34; 47; 86; 89,2; 4; 5.1
S0551,Oligota_pusillima,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Oligota,pusillima,predator,species,1.15,g,1; 34; 47; 86; 89,2; 4; 5.1
S0552,Omalium_caesum,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Omalium,caesum,omnivore,species,3,g,1; 34; 47; 86; 47; 90,1
S0553,Oxypoda_brachyptera,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Oxypoda,brachyptera,omnivore,species,2.1,g,34; 47; 86; 91,2; 5.1
S0554,Oxypoda_brevicornis,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Oxypoda,brevicornis,predator,species,2.85,g,34; 47; 86,2; 5.1
S0555,Oxypoda_exoleta,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Oxypoda,exoleta,omnivore,species,2.3,g,34; 47; 86,2; 5.1
S0556,Oxypoda_formiceticola,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Oxypoda,formiceticola,predator,species,2.4,g,34; 47; 86,2; 5.1
S0557,Oxypoda_longipes,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Oxypoda,longipes,predator,species,4.9,g,34; 47; 86,2; 5.1
S0558,Paederus_littoralis,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Paederus,littoralis,predator,species,8,g,34; 47; 86,2; 5.1
S0559,Zyras_limbatus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Pella,limbatus,predator,species,5,g,34; 47; 86; 92,2; 5.1
S0560,Philonthus_atratus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Philonthus,atratus,predator,species,8,g,1; 34; 47; 93,1; 2; 5.1
S0561,Philonthus_carbonarius,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Philonthus,carbonarius,predator,species,12.5,g,1; 34; 47; 93,1; 2; 5.1
S0562,Philonthus_cognatus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Philonthus,cognatus,predator,species,9.75,g,1; 34; 47; 93,1; 2; 5.1
S0563,Philonthus_concinnus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Philonthus,concinnus,omnivore,species,10,g,1; 34; 47; 93,1; 2; 5.1
S0564,Philonthus_laminatus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Philonthus,laminatus,predator,species,9,g,1; 34; 47; 93,1; 2; 5.1
S0565,Philonthus_lepidus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Philonthus,lepidus,omnivore,species,10,g,1; 34; 47; 93,1; 2; 5.1
S0566,Philonthus_rotundicollis,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Philonthus,rotundicollis,predator,species,9.5,g,1; 34; 47; 93,1; 2; 5.1
S0567,Philonthus_succicola,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Philonthus,succicola,predator,species,12,g,1; 34; 47; 93,1; 2; 5.1
S0568,Platydracus_stercorarius,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Platydracus,stercorarius,predator,species,13.5,g,1; 34; 47,2; 5.1
S0569,Platystethus_nitens,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Platystethus,nitens,omnivore,species,4.105,g,1; 34; 47,2; 5.1
S0570,Pycnota_paradoxa,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Pycnota,paradoxa,predator,species,2.25,g,1; 34; 47,2
S0571,Quedius_boops,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Quedius,boops,omnivore,species,9,g,1; 34; 47,1; 2; 5.1
S0572,Quedius_curtipennis,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Quedius,curtipennis,predator,species,12.5,g,1; 34; 47,2; 5.1
S0573,Quedius_ochripennis,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Quedius,ochripennis,predator,species,9.5,g,1; 34; 47,2; 5.1
S0574,Rheochara_spadicea,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Rheochara,spadicea,predator,species,5.25,g,1; 34; 47,2
S0575,Scopaeus_minutus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Scopaeus,minutus,predator,species,3.05,g,1; 34; 47,2; 5.1
S0576,Sepedophilus_marshami,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Sepedophilus,marshami,detritivore,species,4.75,g,1; 34; 47,1; 5.1
S0577,Conosoma_testaceum,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Sepedophilus,testacaeus,detritivore,species,4.25,g,1; 34; 47,1; 2; 5.1
S0578,Stenus_clavicornis,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Stenus,clavicornis,predator,species,5.25,g,1; 34; 47; 94,1
S0579,Stenus_humilis,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Stenus,humilis,predator,species,3.15,g,1; 34; 47; 94,1; 2; 5.1
S0580,Stenus_nanus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Stenus,nanus,predator,species,2,g,1; 34; 47; 94,1
S0581,Stenus_similis,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Stenus,similis,predator,species,5.25,g,1; 34; 47; 94,1
S0582,Sunius_bicolor,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Sunius,bicolor,predator,species,3.75,g,1; 34; 47; 94,2; 5.1
S0583,Tachinus_signatus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tachinus,signatus,omnivore,species,5.75,g,1; 34; 47,1; 5.1
S0584,Tachyporus_atriceps,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tachyporus,atriceps,predator,species,2.65,g,1; 34; 47; 95,1; 5.1
S0585,Tachyporus_chrysomelinus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tachyporus,chrysomelinus,omnivore,species,3.75,i,1; 10; 34; 47; 95,1; 5.1
S0586,Tachyporus_dispar,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tachyporus,dispar,predator,species,4,g,1; 34; 47; 95,1; 5.1
S0587,Tachyporus_hypnorum,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tachyporus,hypnorum,omnivore,species,3,i,1; 10; 34; 47; 95; 96,1; 5.1
S0588,Tachyporus_nitidulus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tachyporus,nitidulus,omnivore,species,3.5,g,1; 34; 47; 95,1; 5.1
S0589,Tachyporus_obtusus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tachyporus,obtusus,omnivore,species,4.5,g,1; 34; 47; 95,1; 5.1
S0590,Tachyporus_pulchellus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tachyporus,pulchellus,predator,species,3.15,g,1; 34; 47; 95,1; 5.1
S0591,Tachyporus_pusillus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tachyporus,pusillus,omnivore,species,3.5,g,1; 34; 47; 95,1; 5.1
S0592,Tachyporus_solutus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tachyporus,solutus,omnivore,species,3.5,g,1; 34; 47; 95,1; 5.1
S0593,Tachyporus_tersus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tachyporus,tersus,omnivore,species,2.5,g,1; 34; 47; 95,1; 5.1
S0594,Ocypus_melanarius,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tasgius,melanarius,predator,species,15,g,1; 34; 47,1; 2; 5.1
S0595,Tasgius_melanarius,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tasgius,melanarius,predator,species,16.5,g,1; 34; 47,1; 2; 5.1
S0596,Ocypus_pedator,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tasgius,pedator,predator,species,17.5,g,1; 34; 47,1; 2; 5.1
S0597,Trogophloeus_punctatellus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Trogophloeus,punctatellus,predator,species,8,g,1; 34; 47; 84; 86,2; 5.1
S0598,Xantholinus_dvoraki,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Xantholinus,dvoraki,omnivore,species,9,g,1; 34; 47,1; 2; 5.1
S0599,Xantholinus_linearis,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Xantholinus,linearis,predator,species,7.5,g,1; 34; 47,1; 5.1
S0600,Xantholinus_longiventris,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Xantholinus,longiventris,predator,species,8,g,1; 34; 47,1; 5.1
S0601,Zyras_lugens,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Zyras,lugens,detritivore,species,5,g,1; 34; 47; 86,2
S0602,Mitostoma_chrysomelas,Animalia,Arthropoda,Arachnida,Opiliones,Nemastomatidae,Mitostoma,chrysomelas,predator,species,1.7,g,97; 98; 100; 102,1
S0603,Nemastoma_dentigerum,Animalia,Arthropoda,Arachnida,Opiliones,Nemastomidae,Nemastoma,dentigerum,predator,species,2,g,97; 98; 100; 102,2; 5.1
S0604,Nemastoma_lugubre,Animalia,Arthropoda,Arachnida,Opiliones,Nemastomidae,Nemastoma,lugubre,predator,species,2.25,g,97; 98; 100; 102,2; 5.1
S0605,Oligolophus_tridens,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Oligolophus,tridens,predator,species,4.6,g,97; 98; 99; 100; 101; 102,2; 5.1
S0606,Opilio_canestrinii,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Opilio,canestrinii,predator,species,5.45,h,97; 98; 99; 100; 101; 102,2; 5.1
S0607,Phalangium_opilio,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Phalangium,opilio,predator,species,5.575,h,97; 98; 99; 100; 101; 102,2; 5.1
S0608,Rilaena_triangularis,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Rilaena,triangularis,predator,species,5.25,g,97; 98; 99; 100; 101; 102,2; 5.1
S0609,Nelima_sempronii,Animalia,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Nelima,sempronii,predator,species,4.25,g,97; 98; 99; 100; 101; 102,2; 5.1
S0610,Trogulus_closanicus,Animalia,Arthropoda,Arachnida,Opiliones,Trogulidae,Trogulus,closanicus,predator,species,6.45,g,97; 98; 99; 100; 101; 102,2; 5.1
S0611,Allagelena_gracilens,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Allagelena,gracilens,predator,species,8.75,h,99; 100; 101; 102,4
S0612,Coelotes_terrestris,Animalia,Arthropoda,Arachnida,Araneae,Amaurobiidae,Coelotes,terrestris,predator,species,10.25,g,99; 100; 101; 102,4
S0613,Aculepeira_ceropegia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Aculepeira,ceropegia,predator,species,10.5,h,99; 100; 101; 102,4
S0614,Agalenatea_redii,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Agalenatea,redii,predator,species,6,i,99; 100; 101; 102,4
S0615,Araniella_cucurbitina,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araniella,cucurbitina,predator,species,5,h,99; 100; 101; 102,4
S0616,Larinioides_cornutus,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Larinioides,cornutus,predator,species,9.5,g,99; 100; 101; 102,4
S0617,Mangora_acalypha,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Mangora,acalypha,predator,species,4.5,i,99; 100; 101; 102,4
S0618,Singa_hamata,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Singa,hamata,predator,species,3.5,g,99; 100; 101; 102,4
S0619,Argiope_bruennichi,Animalia,Arthropoda,Arachnida,Araneae,ArgiopidaeAraneidae,Argiope,bruennichi,predator,species,10,h,100; 101; 102,2; 4
S0620,Clubiona_brevipes,Animalia,Arthropoda,Arachnida,Araneae,Clubionidae,Clubiona,brevipes,predator,species,5.5,i,100; 101; 102,5.1
S0621,Clubiona_reclusa,Animalia,Arthropoda,Arachnida,Araneae,Clubionidae,Clubiona,reclusa,predator,species,4,g,100; 101; 102,5.1
S0622,Argenna_subnigra,Animalia,Arthropoda,Arachnida,Araneae,Dictynidae,Argenna,subnigra,predator,species,2.25,i,100; 101; 102; 103; 104,4
S0623,Cicurina_cicur,Animalia,Arthropoda,Arachnida,Araneae,Dictynidae,Cicurina,cicur,predator,species,6,i,100; 101; 102; 103; 104,4
S0624,Drassyllus_lutetianus,Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,Drassyllus,lutetianus,predator,species,5,g,100; 101,5.1
S0625,Drassyllus_pusillus,Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,Drassyllus,pusillus,predator,species,4,g,100; 101,5.1
S0626,Haplodrassus_minor,Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,Haplodrassus,minor,predator,species,3.5,g,100; 101,5.1
S0627,Haplodrassus_signifer,Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,Haplodrassus,signifer,predator,species,7,g,100; 101,5.1
S0628,Micaria_pulicaria,Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,Micaria,pulicaria,predator,species,3.5,i,100; 101,5.1
S0629,Trachyzelotes_pedestris,Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,Trachyzelotes,pedestris,predator,species,5,g,100; 101,5.1
S0630,Zelotes_latreillei,Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,Zelotes,latreillei,predator,species,6.75,g,100; 101,5.1
S0631,Hahnia_nava,Animalia,Arthropoda,Arachnida,Araneae,Hahniidae,Hahnia,nava,predator,species,1.75,g,100; 101,4
S0632,Araeoncus_humilis,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Araeoncus,humilis,predator,species,1.55,g,100; 101; 102; 103; 104,4
S0633,Asthenargus_paganus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Asthenargus,paganus,predator,species,1.6,i,100; 101; 102; 103; 104,4
S0634,Bathyphantes_gracilis,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Bathyphantes,gracilis,predator,species,1.75,i,100; 101; 102; 103; 104,4
S0635,Bathyphantes_parvulus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Bathyphantes,parvulus,predator,species,2.15,i,100; 101; 102; 103; 104,4
S0636,Centromerita_bicolor,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Centromerita,bicolor,predator,species,3.25,i,100; 101; 102; 103; 104,4
S0637,Centromerus_sylvaticus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Centromerus,sylvaticus,predator,species,2.975,g,100; 101; 102; 103; 104,4
S0638,Collinsia_inerrans,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Collinsia,inerrans,predator,species,2.25,i,100; 101; 102; 103; 104,4
S0639,Dicymbium_nigrum,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Dicymbium,nigrum,predator,species,2.25,g,100; 101; 102; 103; 104,4
S0640,Diplocephalus_cristatus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Diplocephalus,cristatus,predator,species,2,g,100; 101; 102; 103; 104,4
S0641,Diplocephalus_latifrons,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Diplocephalus,latifrons,predator,species,1.65,g,100; 101; 102; 103; 104,4
S0642,Diplocephalus_picinus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Diplocephalus,picinus,predator,species,1.825,g,100; 101; 102; 103; 104,4
S0643,Diplostyla_concolor,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Diplostyla,concolor,predator,species,2.75,i,100; 101; 102; 103; 104,4
S0644,Dismodicus_bifrons,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Dismodicus,bifrons,predator,species,4.35,h,100; 101; 102; 103; 104,4
S0645,Erigone_atra,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Erigone,atra,predator,species,2.325,g,100; 101; 102; 103; 104,4
S0646,Erigone_dentipalpis,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Erigone,dentipalpis,predator,species,2.3,g,100; 101; 102; 103; 104,4
S0647,Erigonella_hiemalis,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Erigonella,hiemalis,predator,species,1.675,g,100; 101; 102; 103; 104,4
S0648,Latithorax_faustus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Latithorax,faustus,predator,species,2.3,g,100; 101; 102; 103; 104,4
S0649,Leptorhoptrum_robustum,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Leptorhoptrum,robustum,predator,species,3.8,g,100; 101; 102; 103; 104,4
S0650,Meioneta_rurestris,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Meioneta,rurestris,predator,species,1.95,g,100; 101; 102; 103; 104,4
S0651,Meioneta_affinis,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Meioneta/Agrypnus,affinis,predator,species,1.75,g,100; 101; 102; 103; 104,4
S0652,Mermessus_trilobatus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Mermessus,trilobatus,predator,species,5.4,i,100; 101; 102; 103; 104,4
S0653,Micrargus_herbigradus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Micrargus,herbigradus,predator,species,2,g,100; 101; 102; 103; 104,4
S0654,Micrargus_subaequalis,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Micrargus,subaequalis,predator,species,1.675,i,100; 101; 102; 103; 104,4
S0655,Microlinyphia_pusilla,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Microlinyphia,pusilla,predator,species,4,h,100; 101; 102; 103; 104,4
S0656,Oedothorax_apicatus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Oedothorax,apicatus,predator,species,2.425,g,100; 101; 102; 103; 104,4
S0657,Oedothorax_fuscus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Oedothorax,fuscus,predator,species,2.5,i,100; 101; 102; 103; 104,4
S0658,Oedothorax_retusus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Oedothorax,retusus,predator,species,2.375,g,100; 101; 102; 103; 104,4
S0659,Pelecopsis_parallela,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Pelecopsis,parallela,predator,species,1.5,i,100; 101; 102; 103; 104,4
S0660,Pocadicnemis_juncea,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Pocadicnemis,juncea,predator,species,1.9,g,100; 101; 102; 103; 104,4
S0661,Porrhomma_errans,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Porrhomma,errans,predator,species,2.4,i,100; 101; 102; 103; 104,4
S0662,Porrhomma_microphthalmum,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Porrhomma,microphthalmum,predator,species,1.85,i,100; 101; 102; 103; 104,4
S0663,Porrhomma_microps,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Porrhomma,microps,predator,species,2.35,i,100; 101; 102; 103; 104,4
S0664,Tenuiphantes_tenuis,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Tenuiphantes,tenuis,predator,species,2.625,g,100; 101; 102; 103; 104,4
S0665,Tiso_vagans,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Tiso,vagans,predator,species,1.9,i,100; 101; 102; 103; 104,4
S0666,Troxochrus_scabriculus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Troxochrus,scabriculus,predator,species,1.425,g,100; 101; 102; 103; 104,4
S0667,Walckenaeria_atrotibialis,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Walckenaeria,atrotibialis,predator,species,2.25,i,100; 101; 102; 103; 104,4
S0668,Walckenaeria_vigilax,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Walckenaeria,vigilax,predator,species,3,g,100; 101; 102; 103; 104,4
S0669,Phrurolithus_festivus,Animalia,Arthropoda,Arachnida,Araneae,Liocranidae,Phrurolithus,festivus,predator,species,2.5,g,100; 101; 102,5.1
S0670,Alopecosa_cuneata,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Alopecosa,cuneata,predator,species,6.875,g,100; 101; 102,5.1
S0671,Alopecosa_pulverulenta,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Alopecosa,pulverulenta,predator,species,7.625,g,100; 101; 102,5.1
S0672,Arctosa_lutetiana,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Arctosa,lutetiana,predator,species,7.5,g,100; 101; 102,5.1
S0673,Aulonia_albimana,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Aulonia,albimana,predator,species,3.75,g,100; 101; 102,5.1
S0674,Pardosa_agrestis,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Pardosa,agrestis,predator,species,6.625,g,100; 101; 102,5.1
S0675,Pardosa_amentata,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Pardosa,amentata,predator,species,6.25,i,100; 101; 102,5.1
S0676,Pardosa_hortensis,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Pardosa,hortensis,predator,species,5,g,100; 101; 102,5.1
S0677,Pardosa_lugubris,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Pardosa,lugubris,predator,species,5.5,g,100; 101; 102,5.1
S0678,Pardosa_palustris,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Pardosa,palustris,predator,species,5.125,g,100; 101; 102,5.1
S0679,Pardosa_prativaga,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Pardosa,prativaga,predator,species,4.75,g,100; 101; 102,5.1
S0680,Pardosa_pullata,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Pardosa,pullata,predator,species,4.75,g,100; 101; 102,5.1
S0681,Pirata_latitans,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Pirata,latitans,predator,species,4,g,100; 101; 102,5.1
S0682,Trochosa_ruricola,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Trochosa,ruricola,predator,species,9.75,g,100; 101; 102,5.1
S0683,Trochosa_terricola,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Trochosa,terricola,predator,species,9.25,g,100; 101; 102,5.1
S0684,Xerolycosa_miniata,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Xerolycosa,miniata,predator,species,6,g,100; 101; 102,5.1
S0685,Tibellus_oblongus,Animalia,Arthropoda,Arachnida,Araneae,Philodromidae,Tibellus,oblongus,predator,species,10,h,100; 101; 102,5.1
S0686,Pisaura_mirabilis,Animalia,Arthropoda,Arachnida,Araneae,Pisauridae,Pisaura,mirabilis,predator,species,12.5,i,97; 100; 101; 102,2; 5.1
S0687,Bianor_aurocinctus,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Bianor,aurocinctus,predator,species,4.8,i,100; 101; 102,5.1
S0688,Euophrys_frontalis,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Euophrys,frontalis,predator,species,3.5,g,100; 101; 102,5.1
S0689,Myrmarachne_formicaria,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Myrmarachne,formicaria,predator,species,5.75,h,100; 101; 102,5.1
